cui,term,semtype,class
C0740369,ileocolonic anastomosis,topp,clinical
C0455052,Bowel preparation,topp,clinical
C0400877,Postoperative ileus,dsyn,clinical
C1517560,intrathecal chemotherapy,topp,clinical
C0009676,Confusion,mobd,clinical
C0018681,Headache,sosy,clinical
C0934502,anatomical layer,bpoc,location
C1705686,DNA Sequence   Cloning Site,nusq,biological
C0155773,Portal vein thrombosis,dsyn,clinical
C0008325,Cholecystitis,dsyn,clinical
C0030305,Pancreatitis,dsyn,clinical
C2711734,Medical intensive care unit,"hcro,mnob",clinical
C1507354,garenoxacin,"antb,orch",biological
C0396583,Extrapleural pneumonectomy,topp,clinical
C0812413,Malignant Pleural Mesothelioma,neop,biological
C0596197,blood treatment,topp,clinical
C0015879,Ferritin,"aapp,gngm,bacs,phsu",biological
C0023518,Leukocytosis,dsyn,clinical
C3276087,Elevated inflammatory markers,fndg,clinical
C0022661,Kidney Failure  Chronic,dsyn,clinical
C0995448,Herbaspirillum,bact,pathogen
C0995449,Herbaspirillum seropedicae,bact,pathogen
C1550101,Supernatant,bdsu,biological
C0156149,Gastrointestinal tract vascular insufficiency,dsyn,clinical
C0282215,beta Lactams,"antb,orch",biological
C1855073,Mortality  Premature,fndg,clinical
C0198482,Operation on abdominal region,topp,clinical
C0038410,Streptococcus pneumoniae,bact,pathogen
C1320214,Invasive Streptococcus pneumoniae disease,dsyn,clinical
C0456103,Sepsis of the newborn,dsyn,clinical
C0445861,Campylobacter fetus ss  fetus,bact,pathogen
C0004034,Aspergillus,fngs,pathogen
C0040053,Thrombosis,patf,clinical
C4086297,FLT3 Inhibitor,phsu,biological
C1516119,sorafenib,"orch,phsu",biological
C0274317,Complication of catheter,patf,clinical
C0343084,Capillary Leak Syndrome,dsyn,clinical
C1720825,Therapeutic Drug Monitoring,topp,clinical
C0132555,Nitric Oxide Synthase,"aapp,gngm,enzy",biological
C0242827,Minisatellite Repeats,"bacs,nnon",biological
C0041316,Lymph Node Tuberculosis,dsyn,clinical
C0598935,Tumor Initiation,neop,biological
C0007090,Carcinogens,hops,biological
C0017327,Generalized atherosclerosis,dsyn,clinical
C0030299,Pancreatic Pseudocyst,dsyn,clinical
C0162871,Aortic Aneurysm  Abdominal,dsyn,clinical
C0031807,Physical Exertion,orgf,biological
C0030247,Palpation,diap,clinical
C0205097,Caudal,blor,location
C0151479,Amylase increased,fndg,clinical
C0232492,Upper abdominal pain,sosy,clinical
C0872187,high throughput screening,diap,clinical
C0525033,Probiotics,bact,pathogen
C0948380,metastatic colorectal cancer,neop,biological
C0278259,Local excision,topp,clinical
C0914216,zonulin,"aapp,gngm,bacs",biological
C0274408,Septicemia postoperative,patf,clinical
C0232814,Increased renal clearance,fndg,clinical
C4284302,EHD1 wt Allele,"gngm,aapp",biological
C0030472,Paraneoplastic Syndromes,neop,biological
C0085472,Agrobacterium tumefaciens,bact,pathogen
C0003869,Arthritis  Infectious,dsyn,clinical
C0029408,Degenerative polyarthritis,dsyn,clinical
C0016504,Foot,bpoc,location
C4055105,EGFR Antibody,"aapp,gngm,imft",biological
C4528176,High Risk Myelodysplastic Syndrome,neop,biological
C0561920,Perineal sinus,fndg,clinical
C2363923,Metastasectomy,topp,clinical
C0278140,Severe pain,fndg,clinical
C1883256,Systemic Chemotherapy,topp,clinical
C0025465,Mesenteric Arteries,bpoc,location
C0412251,Abdominal angiography,diap,clinical
C0346627,Intestinal Cancer,neop,biological
C0282208,Injuries  Surgical,inpo,biological
C1281901,Fatty acid measurement,lbpr,clinical
C3495919,Enthesitis Related Arthritis,dsyn,clinical
C0521654,Neurologic Deficits,fndg,clinical
C0040044,Thrombolytic Therapy,topp,clinical
C0151699,Intracranial Hemorrhages,dsyn,clinical
C0002556,Aminoglycosides,"orch,phsu",biological
C0018799,Heart Diseases,dsyn,clinical
C0540511,Angiopoietin 2,"aapp,gngm,phsu",biological
C1305702,Ward  environment ,"hcro,mnob",clinical
C0088321,1 3 dipropyl 8 cyclopentylxanthine,"orch,phsu",biological
C1513817,NCI Designated Cancer Center,hcro,clinical
C0682972,G Protein Coupled Receptors,"aapp,gngm,rcpt",biological
C0009410,Colostomy Procedure,topp,clinical
C0276085,Ecthyma gangrenosum,dsyn,clinical
C0043240,Wound Healing,orgf,biological
C0018696,Health Care Systems,hcro,clinical
C0000737,Abdominal Pain,sosy,clinical
C0085491,Aeromonas hydrophila,bact,pathogen
C0334634,Malignant lymphoma  lymphocytic  intermediate differentiation  diffuse,neop,biological
C0020008,Hospitals  General,"hcro,mnob",clinical
C0033144,Primary Prevention,topp,clinical
C0085198,Esophagectomy,topp,clinical
C0014860,Esophageal Perforation,dsyn,clinical
C0031511,Pheochromocytoma,neop,biological
C1034494,Delftia,bact,pathogen
C2828042,Aerobic Gram Positive Bacillus,bact,pathogen
C0995836,Tsukamurella,bact,pathogen
C0025290,Aseptic Meningitis,dsyn,clinical
C0149783,Steroid therapy,topp,clinical
C0235833,Congenital diaphragmatic hernia,dsyn,clinical
C0340548,Pulmonary capillary hemangiomatosis,dsyn,clinical
C0445895,Arcobacter butzleri,bact,pathogen
C4072750,Gastrointestinal pathogens,fndg,clinical
C0029164,Dental Hygiene,inbe,clinical
C0598016,hatching,orgf,biological
C0034861,Recombinant Proteins,"aapp,gngm",biological
C2610566,yolk,celc,biological
C0743284,drug exposure,fndg,clinical
C0085076,Mammaplasty,topp,clinical
C0024886,Simple mastectomy,topp,clinical
C4522252,Foundation for the Accreditation of Cellular Therapy,"prog,humn",clinical
C3494793,Bacterial isolate,bacs,biological
C0085467,Acinetobacter calcoaceticus,bact,pathogen
C0449411,Causative agents,fndg,clinical
C0040408,Tongue,bpoc,location
C1610617,Burkholderia cepacia Infection,dsyn,clinical
C1704776,Bag Device Component,medd,clinical
C0061863,Granisetron,"orch,phsu",biological
C0184301,Vial device,medd,clinical
C0123759,Interleukin 12,"aapp,gngm,imft,phsu",biological
C0079189,cytokine,"aapp,gngm,imft",biological
C0015624,Fanconi Syndrome,dsyn,clinical
C0057488,dermatan sulfate proteoglycan,"aapp,gngm,bacs",biological
C3541980,ESM1 wt Allele,"gngm,aapp",biological
C0033684,Proteins,"aapp,gngm,bacs",biological
C0670896,Toll like receptors,"aapp,gngm,rcpt",biological
C0007623,Cell Wall,celc,biological
C1321919,TLR4 protein  human,"aapp,gngm,rcpt",biological
C0444626,Crystal Structure,chvs,biological
C0567415,Atom  substance ,elii,biological
C0004030,Aspergillosis,dsyn,clinical
C0040880,Triazoles,orch,biological
C1563135,Suspected pulmonary embolism,fndg,clinical
C0035322,Structure of retinal pigment epithelium,bpoc,location
C1871526,raltegravir,"nnon,phsu",biological
C1967563,Isentress,"nnon,phsu",biological
C0015767,Feline leukemia virus,virs,pathogen
C0001084,Achromobacter,bact,pathogen
C0857891,Pasteurella multocida Septicaemia,dsyn,clinical
C0030637,Pasteurella multocida,bact,pathogen
C0006309,Brucellosis,dsyn,clinical
C1335807,SECTM1 gene,"gngm,aapp",biological
C3826648,Blood  Examination,lbpr,clinical
C0333506,Massive necrosis,patf,clinical
C0332479,Shapes,spco,location
C0020564,Hypertrophy,patf,clinical
C1514815,Refractory Disease,fndg,clinical
C0806987,mononuclear cells,cell,biological
C0026809,Mus,mamm,target
C0682523,human cell line,cell,biological
C0538674,Heme Oxygenase 1,"aapp,gngm,enzy",biological
C0387583,cyclooxygenase 2,"aapp,gngm,enzy",biological
C0672553,peroxiredoxin I,"aapp,gngm,enzy",biological
C1136197,NAD P H dehydrogenase  quinone  1  human,"aapp,gngm,enzy",biological
C1336789,Transcription Repressor Corepressor,"aapp,gngm,bacs",biological
C0031153,Peritoneum,tisu,biological
C0020003,Hospitals  Community,"hcro,mnob",clinical
C0473237,Frank hematuria,fndg,clinical
C0026717,Mucorales,fngs,pathogen
C0320117,Scedosporium,fngs,pathogen
C0026018,Microscopy,lbpr,clinical
C0400084,Hartmann operation  rectal resection,topp,clinical
C1681480,J virus,virs,pathogen
C0002199,Interferon alpha,"aapp,gngm,imft,phsu",biological
C0008562,High pressure liquid chromatography procedure,lbpr,clinical
C1336636,TLR4 gene,"gngm,aapp",biological
C0752046,Single Nucleotide Polymorphism,nusq,biological
C0032529,Genetic Polymorphism,genf,biological
C1515670,mRNA Expression,genf,biological
C0004576,Babesiosis,dsyn,clinical
C0272126,Evans syndrome,dsyn,clinical
C1263979,Severe cytopenia,fndg,clinical
C0238644,Anemia  severe,dsyn,clinical
C0010828,Cytopenia,patf,clinical
C0262380,Asymptomatic bacteriuria,dsyn,clinical
C2348331,Dose Regimen,topp,clinical
C0005527,Biological Response Modifier Therapy,topp,clinical
C0027540,Necrosis,ortf,biological
C0023860,Listeriosis,dsyn,clinical
C0008196,Chlorhexidine,"orch,phsu",biological
C3714738,Compliance,fndg,clinical
C1412472,APOBEC1 gene,"gngm,aapp",biological
C0010723,Cytidine Deaminase,"aapp,gngm,enzy",biological
C0936012,Analysis,resa,biological
C0206058,Elective Surgical Procedures,topp,clinical
C0019764,HLA DR Antigens,"aapp,gngm,imft",biological
C1277266,Serum C reactive protein level,lbpr,clinical
C2717961,Thrombotic Microangiopathies,dsyn,clinical
C1443643,Proteasome inhibitor,phsu,biological
C1176309,bortezomib,"orch,phsu",biological
C0278620,refractory plasma cell neoplasm,neop,biological
C1144149,lenalidomide,"orch,phsu",biological
C2001856,carfilzomib,"aapp,gngm,phsu",biological
C0009316,Colistin,"aapp,gngm,antb",antibiotic
C0018932,Hematochezia,fndg,clinical
C1234637,Mycobacterium canariasense,bact,pathogen
C1142738,anidulafungin,"aapp,gngm,phsu",biological
C0042397,Vasoconstrictor Agents,phsu,biological
C0206074,Renal Replacement Therapy,topp,clinical
C3809325,Progressive renal disorder,fndg,clinical
C0032112,Plasma Cells,cell,biological
C0275518,Acute infectious disease,dsyn,clinical
C0085222,Psoas Abscess,dsyn,clinical
C0024031,Low Back Pain,sosy,clinical
C1142428,Enterobacter species bacteremia,dsyn,clinical
C0023911,Transplantation of liver,topp,clinical
C0011331,Dental Procedures,topp,clinical
C0034104,Pulpotomy,topp,clinical
C0226896,Oral cavity,bsoj,location
C0022346,Icterus,sosy,clinical
C0400997,Leakage of bile,patf,clinical
C0246081,carbapenemase,"aapp,gngm,enzy",biological
C0085605,Liver Failure,dsyn,clinical
C0678856,skill,inbe,clinical
C0679005,Social Skills,socb,clinical
C0038288,Sexual sterilization,topp,clinical
C2930005,Chlorhexidine   Ethanol,phsu,biological
C0445750,Salmonella enterica,bact,pathogen
C0026264,Mitral Valve,bpoc,location
C0162326,DNA Sequence,nusq,biological
C0034386,Quarantine,topp,clinical
C1688637,Intraoperative floppy iris syndrome,dsyn,clinical
C1709846,Real Time Polymerase Chain Reaction,mbrt,biological
C0860888,Tomography  Spiral Computed,diap,clinical
C4505207,Immune Reconstitution,orgf,biological
C0429659,Dwell time,fndg,clinical
C0497327,Dementia,mobd,clinical
C0027361,Persons,"popg,humn",clinical
C1535939,Pneumocystis jiroveci pneumonia,dsyn,clinical
C0041364,Tumor Lysis Syndrome,dsyn,clinical
C0019014,Hemofiltration,topp,clinical
C0086818,Platelet Transfusion,topp,clinical
C0272321,Acquired factor VII deficiency disease,dsyn,clinical
C0011428,Dentigerous Cyst,dsyn,clinical
C0010709,Cyst,dsyn,clinical
C0017463,Geriatric Assessment,hlca,clinical
C0013089,Doxorubicin,"antb,orch",biological
C0042679,Vincristine,"orch,phsu",biological
C0234985,Mental deterioration,mobd,clinical
C0029983,Oxacillin,"antb,orch",biological
C0275694,Corynebacterial pneumonia of foals,dsyn,clinical
C0010152,Rhodococcus equi,bact,pathogen
C0030358,Papillomavirus,virs,pathogen
C0225860,Left atrial structure,bpoc,location
C1186983,anatomic valve,bpoc,location
C0159028,General symptom,sosy,clinical
C0149663,Dehiscence,fndg,clinical
C0011991,Diarrhea,sosy,clinical
C3816499,Pathogenic,fndg,clinical
C2347678,Primary Refractory,fndg,clinical
C3540622,PLA2G1B wt Allele,"gngm,aapp",biological
C0016976,Gallbladder,bpoc,location
C0009375,Colonic Neoplasms,neop,biological
C0008320,Cholecystectomy procedure,topp,clinical
C0024203,Lymph node excision,topp,clinical
C1120106,ertapenem,"antb,orch",biological
C0314976,Bifidobacterium Infantis,bact,pathogen
C0317558,Faecalibacterium prausnitzii,bact,pathogen
C1490590,Akkermansia muciniphila,bact,pathogen
C1096776,Multicenter Study,resa,biological
C2973446,brentuximab vedotin,"imft,phsu",biological
C4319695,Triggering Receptor Expressed on Myeloid Cells 1,"aapp,gngm",biological
C0041904,Up Regulation  Physiology ,moft,biological
C2826244,Life Threatening,fndg,clinical
C0282548,Leukostasis,dsyn,clinical
C0020456,Hyperglycemia,dsyn,clinical
C1459658,Streptococcus pasteurianus,bact,pathogen
C0206054,Echocardiography  Transesophageal,diap,clinical
C0025241,Melphalan,"aapp,gngm,phsu",biological
C0854196,Hepatobiliary Neoplasm,neop,biological
C0345989,Infected sebaceous cyst,dsyn,clinical
C0224435,Adductor muscle of hip  unspecified,bpoc,location
C0020268,Hydrocortisone,"horm,orch,phsu",biological
C0006290,Bronchoscopy,diap,clinical
C1879736,Argon Plasma Coagulation,topp,clinical
C0239293,Esophageal bleeding,patf,clinical
C0282493,Surgical Endoscopy,diap,clinical
C0031911,Pigmentation,orga,biological
C0317922,Oligella ureolytica,bact,pathogen
C0225706,Right lung,bpoc,location
C0588058,Abdominal lymph node group,bpoc,location
C0121772,Haemophilus influenzae type b,bact,pathogen
C2028293,Haemophilus influenzae Type b Infection,dsyn,clinical
C0015641,Fascia,tisu,biological
C1320191,Invasive hemophilus influenzae disease,dsyn,clinical
C0600554,Graft vs Leukemia Effect,ortf,biological
C0011581,Depressive disorder,mobd,clinical
C0013144,Drowsiness,fndg,clinical
C0015672,Fatigue,sosy,clinical
C0233794,Memory impairment,mobd,clinical
C0750325,Vomiting  recurrent,sosy,clinical
C0039485,Temporal Lobe,bpoc,location
C0280803,Primary central nervous system lymphoma,neop,biological
C0947630,Scientific Study,lbpr,clinical
C0879626,Adverse effects,patf,clinical
C0220630,Adult Liver Carcinoma,neop,biological
C0486926,Hepatitis D virus RNA,"bacs,nnon",biological
C0524911,Hepatitis D  Chronic,dsyn,clinical
C2074980,chronic Delta Infection,dsyn,clinical
C0872084,Sarcopenia,dsyn,clinical
C0038435,Stress,fndg,clinical
C0679333,inflammation or infection,patf,clinical
C0486948,Human immunodeficiency virus 1 DNA,"bacs,nnon",biological
C0812425,S Phase Fraction,lbpr,clinical
C3887499,Renal cyst,dsyn,clinical
C0022658,Kidney Diseases,dsyn,clinical
C3203359,Rupture,inpo,biological
C0151705,Retroperitoneal hemorrhage,patf,clinical
C0935576,treatment guideline,topp,clinical
C0013369,Dysentery,dsyn,clinical
C1522378,Leukemia  Large Granular Lymphocytic,neop,biological
C0010592,Cyclosporine,"aapp,gngm,phsu",biological
C1521726,partial response,fndg,clinical
C0600290,Hospital Readmissions,hlca,clinical
C4255212,Myomectomy,topp,clinical
C0559681,Oral antibiotic therapy,topp,clinical
C0033150,Primiparity,fndg,clinical
C0040405,X Ray Computed Tomography,diap,clinical
C0024894,Mastitis,dsyn,clinical
C0037090,Signs and Symptoms  Respiratory,sosy,clinical
C0241898,Generalized fatigue,sosy,clinical
C1020322,Tsukamurella tyrosinosolvens,bact,pathogen
C0278737,Stage III Childhood Lymphoblastic Lymphoma,neop,biological
C0317763,Mycobacterium fortuitum,bact,pathogen
C0339965,Hemorrhagic pneumonia,dsyn,clinical
C0852879,Pulmonary Alveolar Hemorrhage,dsyn,clinical
C1416797,STMN1 gene,"gngm,aapp",biological
C0032385,Pollen,plnt,biological
C1623788,Spondias purpurea,plnt,biological
C0231287,Postoperative state,fndg,clinical
C0014327,Enteral Nutrition,topp,clinical
C0242739,Nutritional Support,topp,clinical
C0030547,Parenteral Nutrition,topp,clinical
C0549473,Thyroid carcinoma,neop,biological
C0085692,Hemorrhagic cystitis,dsyn,clinical
C0205908,Preoperative Procedure,hlca,clinical
C0036628,Seminal Vesicles,bpoc,location
C0001811,Aging,orgf,biological
C0678222,Breast Carcinoma,neop,biological
C0034693,Rattus norvegicus,mamm,target
C0021385,Necrotizing inflammation,patf,clinical
C0020663,Hypothalamic structure,bpoc,location
C0392823,Direct examination of larynx,diap,clinical
C0023078,Larynx,bpoc,location
C0229792,Lymph node of mesentery,bpoc,location
C0085678,Nasogastric tube,medd,clinical
C0153381,Malignant neoplasm of mouth,neop,biological
C0032857,Povidone Iodine,"orch,phsu",biological
C0277555,Secondary disease  NOS,dsyn,clinical
C1859430,Life threatening infections,fndg,clinical
C0282564,Anthracyclines,orch,biological
C4510188,Neutrophil recovery,fndg,clinical
C0344093,Interventional radiologic procedures,topp,clinical
C0001883,Airway Obstruction,dsyn,clinical
C0481430,HIV negative finding,fndg,clinical
C0020629,hypopharynx,blor,location
C1550297,Prerenal,bpoc,location
C0019369,Herpesviridae,virs,pathogen
C1826449,NOD2 gene,"gngm,aapp",biological
C0003442,Lymphocyte Immune Globulin  Anti Thymocyte Globulin,"aapp,gngm,imft,phsu",biological
C0032535,Polymyxin B,"aapp,gngm,antb",antibiotic
C0008370,Cholestasis,dsyn,clinical
C2938913,Distributive shock,dsyn,clinical
C0232741,Liver function,ortf,biological
C0015259,Exercise,dora,clinical
C0349707,Aspiration action,topp,clinical
C0009324,Ulcerative Colitis,dsyn,clinical
C1331543,Puerperal pyrexia,dsyn,clinical
C0232970,Postmenopausal state,fndg,clinical
C0317531,Flavobacterium devorans,bact,pathogen
C0277786,Chief complaint  finding ,fndg,clinical
C1444098,ESBL Klebsiella pneumoniae,bact,pathogen
C0683521,patient condition,fndg,clinical
C1718195,Pediatric unit,"hcro,mnob",clinical
C0349639,Juvenile Myelomonocytic Leukemia,neop,biological
C1704743,BRCA1 wt Allele,"gngm,aapp",biological
C0221282,Schistocyte,cell,biological
C2609147,Peritonectomy,topp,clinical
C4318618,Peritoneal Surface Malignancy,neop,biological
C0031157,Peritonsillar Abscess,dsyn,clinical
C1188215,Leptotrichia trevisanii,bact,pathogen
C0319873,Blastoschizomyces pseudotrichosporon,fngs,pathogen
C0079731,B Cell Lymphomas,neop,biological
C0010572,Cycloheximide,"antb,orch",biological
C0553576,Systemic mycosis,dsyn,clinical
C0441669,Agar Dilution Method,lbpr,clinical
C1512721,Inferential Current Treatment,topp,clinical
C0948089,Acute Coronary Syndrome,dsyn,clinical
C0005684,Malignant neoplasm of urinary bladder,neop,biological
C0030788,Pelvic Exenteration,topp,clinical
C0013404,Dyspnea,sosy,clinical
C0553580,Ewings sarcoma,neop,biological
C0002085,Alleles,"gngm,aapp",biological
